ID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , , , 
75,greet,francis,at,the,dishwasher,and,ask,her,to,leave, , , , , , , , , 
 ,B-find,B-find.per,O,O,B-find.dest,O,B-say,B-say.per,O,O, , , , , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , , , , 
76,could,you,face,patricia,at,the,dining,table,and,introduce,it,to,francis,at,the,bookcase, , , 
 ,O,O,B-find,B-find.per,O,O,B-find.dest,I-find.dest,O,B-say,B-say.obj,O,B-say.per,O,O,B-say.dest, , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , 
77,tell,me,how,many,bowl,there,are,on,the,bookcase, , , , , , , , , 
 ,B-say,B-say.per,O,O,B-say.obj,O,O,O,O,B-say.dest, , , , , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , , , , 
78,could,you,please,tell,me,the,name,of,the,person,in,the,dining,room, , , , , 
 ,O,O,O,B-say,B-say.per,O,O,O,O,B-say.per,O,O,B-say.dest,I-say.dest, , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , 
79,tell,me,what,s,the,smallest,fruits,on,the,dining,table, , , , , , , , 
 ,B-say,B-say.per,O,O,O,O,B-say.obj,O,O,B-say.dest,I-say.dest, , , , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , , , 
80,face,francis,at,the,front,entrance,and,introduce,her,to,all,the,men,in,the,corridor, , , 
 ,B-find,B-find.per,O,O,O,B-find.dest,O,B-say,B-say.per,O,O,O,O,O,O,B-say.dest, , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , 
81,robot,please,contact,alex,at,the,bookcase,and,introduce,it,to,james,at,the,dishwasher, , , , 
 ,O,O,B-find,B-find.per,O,O,B-find.dest,O,B-say,B-say.obj,O,B-say.per,O,O,B-say.dest, , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , 
82,face,michael,at,the,entrance,and,introduce,it,to,james,at,the,dishwasher, , , , , , 
 ,B-find,B-find.per,O,O,B-find.dest,O,B-say,B-say.obj,O,B-say.per,O,O,B-say.dest, , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , 
83,tell,me,what,s,the,lightest,object,on,the,sink, , , , , , , , , 
 ,B-say,B-say.per,O,O,O,O,O,O,O,B-say.dest, , , , , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , , , , 
84,could,you,tell,me,the,pose,of,the,person,in,the,dining,room, , , , , , 
 ,O,O,B-say,B-say.per,O,O,O,O,B-say.per,O,O,B-say.dest,I-say.dest, , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , 
85,tell,me,what,s,the,thinnest,object,on,the,side,table, , , , , , , , 
 ,B-say,B-say.per,O,O,O,O,O,O,O,B-say.dest,I-say.dest, , , , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , , , 
86,greet,skyler,at,the,end,table,and,ask,him,to,leave, , , , , , , , 
 ,B-find,B-find.per,O,O,B-find.dest,I-find.dest,O,B-say,B-say.per,O,O, , , , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , , , 
87,could,you,go,to,the,corridor,locate,a,person,pointing,to,the,left,and,answer,a,question, , 
 ,O,O,B-go,O,O,B-go.dest,B-find,O,B-find.per,O,O,O,O,O,B-say,O,O, , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , 
88,tell,me,the,gender,of,the,person,at,the,dining,table, , , , , , , , 
 ,B-say,B-say.per,O,O,O,O,B-say.per,O,O,B-say.dest,I-say.dest, , , , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , , , 
89,tell,me,how,many,cleaning,stuff,there,are,on,the,desk, , , , , , , , 
 ,B-say,B-say.per,O,O,B-say.obj,I-say.obj,O,O,O,O,B-say.dest, , , , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , , , 
90,tell,me,how,many,containers,there,are,on,the,desk, , , , , , , , , 
 ,B-say,B-say.per,O,O,B-say.obj,O,O,O,O,B-say.dest, , , , , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , , , , 
91,could,you,locate,a,boy,in,the,kitchen,and,answer,a,question, , , , , , , 
 ,O,O,B-find,O,B-find.per,O,O,B-find.dest,O,B-say,O,O, , , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , , 
92,contact,francis,at,the,bed,and,introduce,it,to,john,at,the,sink, , , , , , 
 ,B-find,B-find.per,O,O,B-find.dest,O,B-say,B-say.obj,O,B-say.per,O,O,B-say.dest, , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , 
93,robot,please,go,to,the,corridor,find,a,person,lying,down,and,say,a,joke, , , , 
 ,O,O,B-go,O,O,B-go.dest,B-find,O,B-find.per,O,O,O,B-say,O,O, , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , 
94,could,you,please,go,to,the,dining,room,find,a,person,sitting,and,answer,a,question, , , 
 ,O,O,O,B-go,O,O,B-go.dest,I-go.dest,B-find,O,B-find.per,O,O,B-say,O,O, , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , 
95,face,alex,at,the,front,door,and,introduce,her,to,everyone,in,the,bedroom, , , , , 
 ,B-find,B-find.per,O,O,B-find.dest,I-find.dest,O,B-say,B-say.per,O,O,O,O,B-say.dest, , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , 
96,robot,please,tell,me,how,many,paprika,there,are,on,the,storage,table, , , , , , 
 ,O,O,B-say,B-say.per,O,O,B-say.obj,O,O,O,O,B-say.dest,I-say.dest, , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , 
97,please,greet,robert,at,the,front,door,and,introduce,him,to,all,the,guests,in,the,kitchen, , 
 ,O,B-find,B-find.per,O,O,B-find.dest,I-find.dest,O,B-say,B-say.per,O,O,O,O,O,O,B-say.dest, , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , 
98,tell,me,how,many,cutlery,there,are,on,the,desk, , , , , , , , , 
 ,B-say,B-say.per,O,O,B-say.obj,O,O,O,O,B-say.dest, , , , , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , , , , 
99,could,you,please,contact,skyler,at,the,bookcase,and,ask,her,to,leave, , , , , , 
 ,O,O,O,B-find,B-find.per,O,O,B-find.dest,O,B-say,B-say.per,O,O, , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , 
100,tell,me,which,are,the,three,biggest,objects,on,the,bookcase, , , , , , , , 
 ,B-say,B-say.per,O,O,O,O,O,O,O,O,B-say.dest, , , , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , , , 
101,contact,charlie,at,the,main,entrance,and,introduce,her,to,all,the,people,in,the,living,room, , 
 ,B-find,B-find.per,O,O,O,B-find.dest,O,B-say,B-say.per,O,O,O,O,O,O,B-say.dest,I-say.dest, , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , 
102,could,you,greet,skyler,at,the,back,door,and,introduce,her,to,everyone,in,the,dining,room, , 
 ,O,O,B-find,B-find.per,O,O,O,B-find.dest,O,B-say,B-say.per,O,O,O,O,B-say.dest,I-say.dest, , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , 
103,find,james,at,the,back,entrance,and,introduce,him,to,all,the,women,in,the,dining,room, , 
 ,B-find,B-find.per,O,O,O,B-find.dest,O,B-say,B-say.per,O,O,O,O,O,O,B-say.dest,I-say.dest, , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , 
104,could,you,please,tell,me,how,many,tray,there,are,on,the,dining,table, , , , , 
 ,O,O,O,B-say,B-say.per,O,O,B-say.obj,O,O,O,O,B-say.dest,I-say.dest, , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , 
105,could,you,please,tell,me,which,are,the,three,biggest,tableware,on,the,storage,table, , , , 
 ,O,O,O,B-say,B-say.per,O,O,O,O,O,B-say.obj,O,O,B-say.dest,I-say.dest, , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , 
106,please,find,charlie,at,the,rear,entrance,and,introduce,her,to,all,the,elders,in,the,living,room, 
 ,O,B-find,B-find.per,O,O,O,B-find.dest,O,B-say,B-say.per,O,O,O,B-say.per,O,O,B-say.dest,I-say.dest, 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, 
107,please,tell,me,how,many,people,in,the,corridor,are,male, , , , , , , , 
 ,O,B-say,B-say.per,O,O,O,O,O,B-say.dest,O,O, , , , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , , , 
108,tell,me,what,s,the,largest,containers,on,the,desk, , , , , , , , , 
 ,B-say,B-say.per,O,O,O,O,B-say.obj,O,O,B-say.dest, , , , , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , , , , 
109,please,face,skyler,at,the,bed,and,introduce,it,to,mary,at,the,end,table, , , , 
 ,O,B-find,B-find.per,O,O,B-find.dest,O,B-say,B-say.obj,O,B-say.per,O,O,B-say.dest,I-say.dest, , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , 
110,go,to,the,kitchen,look,for,a,boy,and,answer,a,question, , , , , , , 
 ,B-go,O,O,B-go.dest,B-find,O,O,B-find.per,O,B-say,O,O, , , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , , 
111,could,you,tell,a,joke,to,the,person,pointing,to,the,left,in,the,kitchen, , , , 
 ,O,O,B-say,O,O,O,O,B-say.per,O,O,O,O,O,O,B-say.dest, , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , 
112,could,you,please,greet,skyler,at,the,bed,and,introduce,it,to,john,at,the,dishwasher, , , 
 ,O,O,O,B-find,B-find.per,O,O,B-find.dest,O,B-say,B-say.obj,O,B-say.per,O,O,B-say.dest, , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , 
113,greet,alex,at,the,main,entrance,and,introduce,him,to,everyone,in,the,kitchen, , , , , 
 ,B-find,B-find.per,O,O,O,B-find.dest,O,B-say,B-say.per,O,O,O,O,B-say.dest, , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , 
114,find,jennifer,at,the,desk,and,ask,her,to,leave, , , , , , , , , 
 ,B-find,B-find.per,O,O,B-find.dest,O,B-say,B-say.per,O,O, , , , , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , , , , 
115,locate,a,person,standing,in,the,living,room,and,answer,a,question, , , , , , , 
 ,B-find,O,B-find.per,O,O,O,B-find.dest,I-find.dest,O,B-say,O,O, , , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , , 
116,could,you,please,tell,me,how,many,people,in,the,bedroom,are,women, , , , , , 
 ,O,O,O,B-say,B-say.per,O,O,O,O,O,B-say.dest,O,O, , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , 
117,could,you,tell,me,the,name,of,the,person,in,the,living,room, , , , , , 
 ,O,O,B-say,B-say.per,O,O,O,O,B-say.per,O,O,B-say.dest,I-say.dest, , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , 
118,tell,me,which,are,the,three,thinnest,cutlery,on,the,dining,table, , , , , , , 
 ,B-say,B-say.per,O,O,O,O,O,B-say.obj,O,O,B-say.dest,I-say.dest, , , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , , 
119,tell,me,the,gender,of,the,person,in,the,dining,room, , , , , , , , 
 ,B-say,B-say.per,O,O,O,O,B-say.per,O,O,B-say.dest,I-say.dest, , , , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , , , 
120,tell,me,how,many,people,in,the,kitchen,are,girls, , , , , , , , , 
 ,B-say,B-say.per,O,O,O,O,O,B-say.dest,O,O, , , , , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , , , , 
121,please,tell,me,what,s,the,smallest,tableware,on,the,counter, , , , , , , , 
 ,O,B-say,B-say.per,O,O,O,O,B-say.obj,O,O,B-say.dest, , , , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , , , 
122,tell,me,the,pose,of,the,person,at,the,dining,table, , , , , , , , 
 ,B-say,B-say.per,O,O,O,O,B-say.per,O,O,B-say.dest,I-say.dest, , , , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , , , 
123,find,elizabeth,at,the,front,entrance,and,introduce,her,to,all,the,people,in,the,kitchen, , , 
 ,B-find,B-find.per,O,O,O,B-find.dest,O,B-say,B-say.per,O,O,O,O,O,O,B-say.dest, , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , 
124,tell,me,how,many,fruits,there,are,on,the,cupboard, , , , , , , , , 
 ,B-say,B-say.per,O,O,B-say.obj,O,O,O,O,B-say.dest, , , , , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , , , , 
125,please,tell,me,what,s,the,biggest,object,on,the,side,table, , , , , , , 
 ,O,B-say,B-say.per,O,O,O,O,O,O,O,B-say.dest,I-say.dest, , , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , , 
126,tell,me,which,are,the,three,smallest,objects,on,the,sink, , , , , , , , 
 ,B-say,B-say.per,O,O,O,O,O,O,O,O,B-say.dest, , , , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , , , 
127,find,alex,at,the,desk,and,introduce,it,to,john,at,the,exit, , , , , , 
 ,B-find,B-find.per,O,O,B-find.dest,O,B-say,B-say.obj,O,B-say.per,O,O,B-say.dest, , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , 
128,tell,me,how,many,people,in,the,corridor,are,women, , , , , , , , , 
 ,B-say,B-say.per,O,O,O,O,O,B-say.dest,O,O, , , , , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , , , , 
129,could,you,look,for,a,girl,in,the,bedroom,and,answer,a,question, , , , , , 
 ,O,O,B-find,O,O,B-find.per,O,O,B-find.dest,O,B-say,O,O, , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , 
130,could,you,please,answer,a,question,to,the,person,waving,in,the,bedroom, , , , , , 
 ,O,O,O,B-say,O,O,O,O,B-say.per,O,O,O,B-say.dest, , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , 
131,robot,please,face,william,at,the,couch,and,introduce,it,to,mary,at,the,entrance, , , , 
 ,O,O,B-find,B-find.per,O,O,B-find.dest,O,B-say,B-say.obj,O,B-say.per,O,O,B-say.dest, , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , 
132,tell,something,about,yourself,to,the,person,raising,their,right,arm,in,the,bedroom, , , , , 
 ,B-say,O,O,O,O,O,B-say.per,O,O,O,O,O,O,B-say.dest, , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , 
133,face,william,at,the,sink,and,ask,him,to,leave, , , , , , , , , 
 ,B-find,B-find.per,O,O,B-find.dest,O,B-say,B-say.per,O,O, , , , , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , , , , 
134,tell,me,what,s,the,lightest,containers,on,the,side,table, , , , , , , , 
 ,B-say,B-say.per,O,O,O,O,B-say.obj,O,O,B-say.dest,I-say.dest, , , , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , , , 
135,tell,me,how,many,tableware,there,are,on,the,bookcase, , , , , , , , , 
 ,B-say,B-say.per,O,O,B-say.obj,O,O,O,O,B-say.dest, , , , , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , , , , 
136,tell,me,what,s,the,lightest,object,on,the,dining,table, , , , , , , , 
 ,B-say,B-say.per,O,O,O,O,O,O,O,B-say.dest,I-say.dest, , , , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , , , 
137,please,tell,me,how,many,cleaning,stuff,there,are,on,the,dining,table, , , , , , 
 ,O,B-say,B-say.per,O,O,B-say.obj,I-say.obj,O,O,O,O,B-say.dest,I-say.dest, , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , 
138,contact,mary,at,the,end,table,and,ask,her,to,leave, , , , , , , , 
 ,B-find,B-find.per,O,O,B-find.dest,I-find.dest,O,B-say,B-say.per,O,O, , , , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , , , 
139,please,greet,robin,at,the,main,entrance,and,introduce,him,to,everyone,in,the,living,room, , , 
 ,O,B-find,B-find.per,O,O,O,B-find.dest,O,B-say,B-say.per,O,O,O,O,B-say.dest,I-say.dest, , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , 
140,tell,me,what,s,the,lightest,object,on,the,end,table, , , , , , , , 
 ,B-say,B-say.per,O,O,O,O,O,O,O,B-say.dest,I-say.dest, , , , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , , , 
141,greet,robin,at,the,dining,table,and,ask,him,to,leave, , , , , , , , 
 ,B-find,B-find.per,O,O,B-find.dest,I-find.dest,O,B-say,B-say.per,O,O, , , , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , , , 
142,could,you,contact,alex,at,the,main,door,and,introduce,her,to,all,the,children,in,the,corridor, 
 ,O,O,B-find,B-find.per,O,O,O,B-find.dest,O,B-say,B-say.per,O,O,O,B-say.per,O,O,B-say.dest, 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, 
143,tell,me,how,many,cleaning,stuff,there,are,on,the,sink, , , , , , , , 
 ,B-say,B-say.per,O,O,B-say.obj,I-say.obj,O,O,O,O,B-say.dest, , , , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , , , 
144,tell,me,the,name,of,the,person,in,the,bedroom, , , , , , , , , 
 ,B-say,B-say.per,O,O,O,O,B-say.per,O,O,B-say.dest, , , , , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , , , , 
145,tell,me,what,s,the,heaviest,object,on,the,cupboard, , , , , , , , , 
 ,B-say,B-say.per,O,O,O,O,O,O,O,B-say.dest, , , , , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , , , , 
146,please,tell,me,what,s,the,heaviest,object,on,the,bookcase, , , , , , , , 
 ,O,B-say,B-say.per,O,O,O,O,O,O,O,B-say.dest, , , , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , , , 
147,tell,me,how,many,people,in,the,corridor,are,lying,down, , , , , , , , 
 ,B-say,B-say.per,O,O,O,O,O,B-say.dest,O,O,O, , , , , , , , 
