ID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , , , 
148,greet,charlie,at,the,bookcase,and,ask,him,to,leave, , , , , , , , , 
 ,B-find,B-find.per,O,O,B-find.dest,O,B-say,B-say.per,O,O, , , , , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , , , , 
149,tell,me,the,gender,of,the,person,in,the,living,room, , , , , , , , 
 ,B-say,B-say.per,O,O,O,O,B-say.per,O,O,B-say.dest,I-say.dest, , , , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , , , 
150,tell,me,which,are,the,three,biggest,fruits,on,the,bookcase, , , , , , , , 
 ,B-say,B-say.per,O,O,O,O,O,B-say.obj,O,O,B-say.dest, , , , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , , , 
151,robot,please,tell,me,the,gender,of,the,person,in,the,dining,room, , , , , , 
 ,O,O,B-say,B-say.per,O,O,O,O,B-say.per,O,O,B-say.dest,I-say.dest, , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , 
152,answer,a,question,to,the,person,waving,in,the,kitchen, , , , , , , , , 
 ,B-say,O,O,O,O,B-say.per,O,O,O,B-say.dest, , , , , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , , , , 
153,could,you,please,find,a,female,person,in,the,bedroom,and,answer,a,question, , , , , 
 ,O,O,O,B-find,O,O,B-find.per,O,O,B-find.dest,O,B-say,O,O, , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , 
154,find,michael,at,the,sink,and,introduce,it,to,elizabeth,at,the,couch, , , , , , 
 ,B-find,B-find.per,O,O,B-find.dest,O,B-say,B-say.obj,O,B-say.per,O,O,B-say.dest, , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , 
155,could,you,please,locate,a,person,standing,in,the,corridor,and,answer,a,question, , , , , 
 ,O,O,O,B-find,O,B-find.per,O,O,O,B-find.dest,O,B-say,O,O, , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , 
156,tell,me,the,name,of,the,person,at,the,desk, , , , , , , , , 
 ,B-say,B-say.per,O,O,O,O,B-say.per,O,O,B-say.dest, , , , , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , , , , 
157,locate,a,person,raising,their,left,arm,in,the,kitchen,and,say,a,joke, , , , , 
 ,B-find,O,B-find.per,O,O,O,O,O,O,B-find.dest,O,B-say,O,O, , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , 
158,contact,francis,at,the,couch,and,introduce,it,to,patricia,at,the,dishwasher, , , , , , 
 ,B-find,B-find.per,O,O,B-find.dest,O,B-say,B-say.obj,O,B-say.per,O,O,B-say.dest, , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , 
159,robot,please,tell,me,how,many,people,in,the,kitchen,are,standing, , , , , , , 
 ,O,O,B-say,B-say.per,O,O,O,O,O,B-say.dest,O,O, , , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , , 
160,tell,me,the,pose,of,the,person,at,the,couch, , , , , , , , , 
 ,B-say,B-say.per,O,O,O,O,B-say.per,O,O,B-say.dest, , , , , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , , , , 
161,robot,please,tell,me,the,gender,of,the,person,at,the,sink, , , , , , , 
 ,O,O,B-say,B-say.per,O,O,O,O,B-say.per,O,O,B-say.dest, , , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , , 
162,tell,me,the,name,of,the,person,at,the,dining,table, , , , , , , , 
 ,B-say,B-say.per,O,O,O,O,B-say.per,O,O,B-say.dest,I-say.dest, , , , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , , , 
163,tell,me,how,many,people,in,the,bedroom,are,lying,down, , , , , , , , 
 ,B-say,B-say.per,O,O,O,O,O,B-say.dest,O,O,O, , , , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , , , 
164,greet,elizabeth,at,the,end,table,and,introduce,it,to,william,at,the,desk, , , , , 
 ,B-find,B-find.per,O,O,B-find.dest,I-find.dest,O,B-say,B-say.obj,O,B-say.per,O,O,B-say.dest, , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , 
165,contact,alex,at,the,front,entrance,and,introduce,him,to,all,the,women,in,the,dining,room, , 
 ,B-find,B-find.per,O,O,O,B-find.dest,O,B-say,B-say.per,O,O,O,O,O,O,B-say.dest,I-say.dest, , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , 
166,tell,me,how,many,people,in,the,dining,room,are,lying,down, , , , , , , 
 ,B-say,B-say.per,O,O,O,O,O,B-say.dest,I-say.dest,O,O,O, , , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , , 
167,tell,me,the,pose,of,the,person,in,the,bedroom, , , , , , , , , 
 ,B-say,B-say.per,O,O,O,O,B-say.per,O,O,B-say.dest, , , , , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , , , , 
168,greet,james,at,the,end,table,and,introduce,it,to,skyler,at,the,exit, , , , , 
 ,B-find,B-find.per,O,O,B-find.dest,I-find.dest,O,B-say,B-say.obj,O,B-say.per,O,O,B-say.dest, , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , 
169,tell,me,how,many,cloth,there,are,on,the,counter, , , , , , , , , 
 ,B-say,B-say.per,O,O,B-say.obj,O,O,O,O,B-say.dest, , , , , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , , , , 
170,could,you,tell,me,which,are,the,three,biggest,objects,on,the,storage,table, , , , , 
 ,O,O,B-say,B-say.per,O,O,O,O,O,O,O,O,B-say.dest,I-say.dest, , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , 
171,contact,alex,at,the,bed,and,ask,him,to,leave, , , , , , , , , 
 ,B-find,B-find.per,O,O,B-find.dest,O,B-say,B-say.per,O,O, , , , , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , , , , 
172,contact,linda,at,the,exit,and,introduce,it,to,jennifer,at,the,bed, , , , , , 
 ,B-find,B-find.per,O,O,B-find.dest,O,B-say,B-say.obj,O,B-say.per,O,O,B-say.dest, , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , 
173,find,alex,at,the,bed,and,ask,him,to,leave, , , , , , , , , 
 ,B-find,B-find.per,O,O,B-find.dest,O,B-say,B-say.per,O,O, , , , , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , , , , 
174,could,you,please,tell,the,day,of,the,week,to,the,person,raising,their,right,arm,in,the,corridor
 ,O,O,O,B-say,O,O,O,O,O,O,O,B-say.per,O,O,O,O,O,O,B-say.dest
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
175,say,the,time,to,the,person,pointing,to,the,left,in,the,corridor, , , , , , 
 ,B-say,O,O,O,O,B-say.per,O,O,O,O,O,O,B-say.dest, , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , 
176,could,you,please,tell,me,the,pose,of,the,person,at,the,bookcase, , , , , , 
 ,O,O,O,B-say,B-say.per,O,O,O,O,B-say.per,O,O,B-say.dest, , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , 
177,robot,please,tell,me,the,gender,of,the,person,in,the,corridor, , , , , , , 
 ,O,O,B-say,B-say.per,O,O,O,O,B-say.per,O,O,B-say.dest, , , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , , 
178,tell,me,how,many,people,in,the,living,room,are,lying,down, , , , , , , 
 ,B-say,B-say.per,O,O,O,O,O,B-say.dest,I-say.dest,O,O,O, , , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , , 
179,could,you,please,face,skyler,at,the,end,table,and,introduce,it,to,francis,at,the,bed, , 
 ,O,O,O,B-find,B-find.per,O,O,B-find.dest,I-find.dest,O,B-say,B-say.obj,O,B-say.per,O,O,B-say.dest, , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , 
180,tell,me,the,gender,of,the,person,in,the,dining,room, , , , , , , , 
 ,B-say,B-say.per,O,O,O,O,B-say.per,O,O,B-say.dest,I-say.dest, , , , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , , , 
181,could,you,tell,me,the,gender,of,the,person,at,the,desk, , , , , , , 
 ,O,O,B-say,B-say.per,O,O,O,O,B-say.per,O,O,B-say.dest, , , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , , 
182,tell,me,how,many,sausages,there,are,on,the,counter, , , , , , , , , 
 ,B-say,B-say.per,O,O,B-say.obj,O,O,O,O,B-say.dest, , , , , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , , , , 
183,could,you,tell,me,how,many,bowl,there,are,on,the,end,table, , , , , , 
 ,O,O,B-say,B-say.per,O,O,B-say.obj,O,O,O,O,B-say.dest,I-say.dest, , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , 
184,robot,please,tell,me,the,pose,of,the,person,at,the,end,table, , , , , , 
 ,O,O,B-say,B-say.per,O,O,O,O,B-say.per,O,O,B-say.dest,I-say.dest, , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , 
185,tell,me,what,s,the,largest,food,on,the,dining,table, , , , , , , , 
 ,B-say,B-say.per,O,O,O,O,B-say.obj,O,O,B-say.dest,I-say.dest, , , , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , , , 
186,please,contact,patricia,at,the,bed,and,introduce,it,to,charlie,at,the,end,table, , , , 
 ,O,B-find,B-find.per,O,O,B-find.dest,O,B-say,B-say.obj,O,B-say.per,O,O,B-say.dest,I-say.dest, , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , 
187,answer,a,question,to,the,person,pointing,to,the,left,in,the,bedroom, , , , , , 
 ,B-say,O,O,O,O,B-say.per,O,O,O,O,O,O,B-say.dest, , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , 
188,contact,william,at,the,entrance,and,ask,him,to,leave, , , , , , , , , 
 ,B-find,B-find.per,O,O,B-find.dest,O,B-say,B-say.per,O,O, , , , , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , , , , 
189,please,contact,patricia,at,the,couch,and,ask,her,to,leave, , , , , , , , 
 ,O,B-find,B-find.per,O,O,B-find.dest,O,B-say,B-say.per,O,O, , , , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , , , 
190,robot,please,face,james,at,the,back,door,and,introduce,him,to,all,the,elders,in,the,living,room
 ,O,O,B-find,B-find.per,O,O,O,B-find.dest,O,B-say,B-say.per,O,O,O,B-say.per,O,O,B-say.dest,I-say.dest
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
191,tell,me,how,many,cutlery,there,are,on,the,dining,table, , , , , , , , 
 ,B-say,B-say.per,O,O,B-say.obj,O,O,O,O,B-say.dest,I-say.dest, , , , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , , , 
192,could,you,tell,me,the,name,of,the,person,at,the,desk, , , , , , , 
 ,O,O,B-say,B-say.per,O,O,O,O,B-say.per,O,O,B-say.dest, , , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , , 
193,tell,me,the,pose,of,the,person,in,the,kitchen, , , , , , , , , 
 ,B-say,B-say.per,O,O,O,O,B-say.per,O,O,B-say.dest, , , , , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , , , , 
194,could,you,please,greet,alex,at,the,main,door,and,introduce,her,to,everyone,in,the,dining,room, 
 ,O,O,O,B-find,B-find.per,O,O,O,B-find.dest,O,B-say,B-say.per,O,O,O,O,B-say.dest,I-say.dest, 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, 
195,robot,please,tell,me,how,many,people,in,the,corridor,are,boys, , , , , , , 
 ,O,O,B-say,B-say.per,O,O,O,O,O,B-say.dest,O,O, , , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , , 
196,say,your,team,s,affiliation,to,the,person,raising,their,right,arm,in,the,corridor, , , , 
 ,B-say,O,O,O,O,O,O,B-say.per,O,O,O,O,O,O,B-say.dest, , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , 
197,contact,charlie,at,the,main,door,and,introduce,him,to,all,the,people,in,the,corridor, , , 
 ,B-find,B-find.per,O,O,O,B-find.dest,O,B-say,B-say.per,O,O,O,O,O,O,B-say.dest, , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , 
198,tell,me,how,many,people,in,the,bedroom,are,boys, , , , , , , , , 
 ,B-say,B-say.per,O,O,O,O,O,B-say.dest,O,O, , , , , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , , , , 
199,please,tell,me,the,pose,of,the,person,in,the,kitchen, , , , , , , , 
 ,O,B-say,B-say.per,O,O,O,O,B-say.per,O,O,B-say.dest, , , , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , , , 
200,please,navigate,to,the,dining,room,find,a,person,waving,and,answer,a,question, , , , , 
 ,O,B-go,O,O,B-go.dest,I-go.dest,B-find,O,B-find.per,O,O,B-say,O,O, , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , 
201,tell,me,how,many,cleaning,stuff,there,are,on,the,counter, , , , , , , , 
 ,B-say,B-say.per,O,O,B-say.obj,I-say.obj,O,O,O,O,B-say.dest, , , , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , , , 
202,please,tell,me,what,s,the,thinnest,food,on,the,side,table, , , , , , , 
 ,O,B-say,B-say.per,O,O,O,O,B-say.obj,O,O,B-say.dest,I-say.dest, , , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , , 
203,tell,me,how,many,cloth,there,are,on,the,desk, , , , , , , , , 
 ,B-say,B-say.per,O,O,B-say.obj,O,O,O,O,B-say.dest, , , , , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , , , , 
204,tell,me,the,gender,of,the,person,in,the,kitchen, , , , , , , , , 
 ,B-say,B-say.per,O,O,O,O,B-say.per,O,O,B-say.dest, , , , , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , , , , 
205,go,to,the,corridor,look,for,a,girl,and,tell,what,day,is,today, , , , , 
 ,B-go,O,O,B-go.dest,B-find,O,O,B-find.per,O,B-say,O,O,O,O, , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , 
206,contact,charlie,at,the,end,table,and,ask,her,to,leave, , , , , , , , 
 ,B-find,B-find.per,O,O,B-find.dest,I-find.dest,O,B-say,B-say.per,O,O, , , , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , , , 
207,greet,robin,at,the,bookcase,and,introduce,it,to,alex,at,the,end,table, , , , , 
 ,B-find,B-find.per,O,O,B-find.dest,O,B-say,B-say.obj,O,B-say.per,O,O,B-say.dest,I-say.dest, , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , 
208,could,you,tell,me,the,pose,of,the,person,at,the,sink, , , , , , , 
 ,O,O,B-say,B-say.per,O,O,O,O,B-say.per,O,O,B-say.dest, , , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , , 
209,answer,a,question,to,the,person,waving,in,the,bedroom, , , , , , , , , 
 ,B-say,O,O,O,O,B-say.per,O,O,O,B-say.dest, , , , , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , , , , 
210,tell,me,what,s,the,biggest,cutlery,on,the,dining,table, , , , , , , , 
 ,B-say,B-say.per,O,O,O,O,B-say.obj,O,O,B-say.dest,I-say.dest, , , , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , , , 
211,tell,me,how,many,people,in,the,bedroom,are,sitting, , , , , , , , , 
 ,B-say,B-say.per,O,O,O,O,O,B-say.dest,O,O, , , , , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , , , , 
212,answer,a,question,to,the,person,raising,their,right,arm,in,the,dining,room, , , , , 
 ,B-say,O,O,O,O,B-say.per,O,O,O,O,O,O,B-say.dest,I-say.dest, , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , 
213,find,a,person,lying,down,in,the,corridor,and,tell,something,about,yourself, , , , , , 
 ,B-find,O,B-find.per,O,O,O,O,B-find.dest,O,B-say,O,O,O, , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , 
214,please,greet,elizabeth,at,the,back,door,and,introduce,her,to,everyone,in,the,dining,room, , , 
 ,O,B-find,B-find.per,O,O,O,B-find.dest,O,B-say,B-say.per,O,O,O,O,B-say.dest,I-say.dest, , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , 
215,please,tell,me,what,s,the,biggest,tableware,on,the,sink, , , , , , , , 
 ,O,B-say,B-say.per,O,O,O,O,B-say.obj,O,O,B-say.dest, , , , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , , , 
216,tell,me,the,name,of,the,person,in,the,kitchen, , , , , , , , , 
 ,B-say,B-say.per,O,O,O,O,B-say.per,O,O,B-say.dest, , , , , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , , , , 
217,tell,me,what,s,the,biggest,object,on,the,bookcase, , , , , , , , , 
 ,B-say,B-say.per,O,O,O,O,O,O,O,B-say.dest, , , , , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , , , , 
218,face,linda,at,the,bed,and,ask,her,to,leave, , , , , , , , , 
 ,B-find,B-find.per,O,O,B-find.dest,O,B-say,B-say.per,O,O, , , , , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , , , , 
219,please,tell,what,day,is,tomorrow,to,the,person,pointing,to,the,left,in,the,kitchen, , , 
 ,O,B-say,O,O,O,O,O,O,B-say.per,O,O,O,O,O,O,B-say.dest, , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , 
220,tell,me,how,many,people,in,the,corridor,are,men, , , , , , , , , 
 ,B-say,B-say.per,O,O,O,O,O,B-say.dest,O,O, , , , , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , , , , 
221,please,say,the,time,to,the,person,waving,in,the,dining,room, , , , , , , 
 ,O,B-say,O,O,O,O,B-say.per,O,O,O,B-say.dest,I-say.dest, , , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , , 
222,tell,me,how,many,fruits,there,are,on,the,sink, , , , , , , , , 
 ,B-say,B-say.per,O,O,B-say.obj,O,O,O,O,B-say.dest, , , , , , , , , 
------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------, , , , , , , , , 
